Filename,Date Digitized ,QA complete,OCR complete,Bib ID,Call number,Prefix,Classification,Brief Title,Full Title,Repository
ksrl_sc_griffith_p266_0001||ksrl_sc_griffith_p266_0002,2015-02-28,2015-03-02,2015-04-29,7555073,Griffith P266,Griffith,P266,[Se{tilde}nor] /,"[Se{tilde}nor] /$c[signed] M.V. D{acute}iaz, Luis Aguilar P.",Special Collections
ksrl_sc_griffith_p276_0001,2015-03-03,2015-03-06,2015-04-29,7569887,Griffith P276,Griffith,P276,El se{tilde}nor /,El se{tilde}nor /$cComandancia General de las Armas del Estado.,Special Collections
ksrl_sc_griffith_p277_0001,2015-03-03,2015-03-06,2015-04-29,7569888,Griffith P277,Griffith,P277,"Antonio L{acute}opez Colom, jefe pol{acute}itico de este departamento, por cuanto... /","Antonio L{acute}opez Colom, jefe pol{acute}itico de este departamento, por cuanto... /$c[signed] Antonio L. Colom ; Jos{acute}e Martinez.",Special Collections
ksrl_sc_griffith_p278_0001,2015-03-03,2015-03-06,2015-04-29,7569889,Griffith P278,Griffith,P278,"Se{tilde}nor jefe pol{acute}itico, Cob{acute}an.","Se{tilde}nor jefe pol{acute}itico, Cob{acute}an.",Special Collections
ksrl_sc_griffith_p279_0001,2015-03-03,2015-03-06,2015-04-29,7569890,Griffith P279,Griffith,P279,"Al se{tilde}nor presidente constitucional de la rep{acute}ublica benem{acute}erito de la patria, licenciado Manuel Estrada Cabrera /","Al se{tilde}nor presidente constitucional de la rep{acute}ublica benem{acute}erito de la patria, licenciado Manuel Estrada Cabrera /$c[signed] David Camey.... [et al.].",Special Collections
ksrl_sc_griffith_p280_0001,2015-03-03,2015-03-06,2015-04-29,7569891,Griffith P280,Griffith,P280,"Instrucci{acute}on para el concurso que se ha de celebrar el d{acute}ia 6 de Enero de 1882 en la Escuela Polit{acute}ecnica, para cubrir 40 plazas de cadetes, costeadas por el Supremo Gobierno.","Instrucci{acute}on para el concurso que se ha de celebrar el d{acute}ia 6 de Enero de 1882 en la Escuela Polit{acute}ecnica, para cubrir 40 plazas de cadetes, costeadas por el Supremo Gobierno.",Special Collections
ksrl_sc_griffith_p282_0001,2015-03-03,2015-03-06,2015-04-29,7569893,Griffith P282,Griffith,P282,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /$c[signed] Nicol{acute}as Z{acute}u{tilde}niga.",Special Collections
ksrl_sc_griffith_p283_0001,2015-03-03,2015-03-06,2015-04-29,7569894,Griffith P283,Griffith,P283,Se{tilde}nor ministro de la guerra /,"Se{tilde}nor ministro de la guerra /$c[signed] Manuel Aguilar, Francisco A. Villela... [et al.]",Special Collections
ksrl_sc_griffith_p284_0001,2015-03-03,2015-03-06,2015-04-29,7569895,Griffith P284,Griffith,P284,Se{tilde}nor... /,"Se{tilde}nor... /$c[signed] F.A. Ortiz, Mariano Solis A., J. Ant. Mena O.",Special Collections
ksrl_sc_griffith_p285_0001,2015-03-03,2015-03-06,2015-04-29,7569896,Griffith P285,Griffith,P285,Aviso importante /,Aviso importante /$cDirecci{acute}on General de Contribuciones.,Special Collections
ksrl_sc_griffith_p286_0001,2015-03-03,2015-03-06,2015-04-29,7569897,Griffith P286,Griffith,P286,Manifiesto patri{acute}otico :,"Manifiesto patri{acute}otico :$bque desde Santa Ana, Rep{acute}ublica del Salvador, dirigi{acute}o al pueblo guatemalteco el egregio ciudadano Jos{acute}e Le{acute}on Castillo, en 5 de marzo del corriente a{tilde}no.",Special Collections
ksrl_sc_griffith_p287_0001,2015-03-03,2015-03-06,2015-04-29,7569898,Griffith P287,Griffith,P287,La corporaci{acute}on municipal de la ciudad de San Marcos {acute}a los habitantes del departamento... /,La corporaci{acute}on municipal de la ciudad de San Marcos {acute}a los habitantes del departamento... /$c[signed] Lorenzo Castillo... [et al.].,Special Collections
ksrl_sc_griffith_p290_0001,2015-04-09,2015-04-10,2015-04-29,7569900,Griffith P290,Griffith,P290,"Juan Antonio del Pozo, B.L.M., al se{tilde}nor licenciado D. Manuel Estrada Cabrera...","Juan Antonio del Pozo, B.L.M., al se{tilde}nor licenciado D. Manuel Estrada Cabrera...",Special Collections
ksrl_sc_griffith_p291_0001,2015-03-03,2015-03-06,2015-04-29,7569901,Griffith P291,Griffith,P291,"Manifestaci{acute}on de agradecimiento, que la municipalidad y vecinos del pueblo de Sn. L{acute}ucas Sacatep{acute}epuez, dirigen al insigne Sr. presidente constitucional de la rep{acute}ublica, Licdo. don Manuel Estrada Cabrera /","Manifestaci{acute}on de agradecimiento, que la municipalidad y vecinos del pueblo de Sn. L{acute}ucas Sacatep{acute}epuez, dirigen al insigne Sr. presidente constitucional de la rep{acute}ublica, Licdo. don Manuel Estrada Cabrera /$c[signed] Manuel R{acute}eyes... [et al.].",Special Collections
ksrl_sc_griffith_p292_0001,2015-04-09,2015-04-10,2015-04-29,8089375,Griffith P292,Griffith,P292,Se{tilde}nor--,"Se{tilde}nor--$bDurante los d{acute}ias 25, 26, y 27 del presente mes.... /$c[signed] Manuel B. Hern{acute}andez, David Hern{acute}andez.",Special Collections
ksrl_sc_griffith_p293_0001,2015-03-03,2015-03-06,2015-04-29,5349903,Griffith P293,Griffith,P293,"Manifiesto al se{tilde}nor presidente de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /","Manifiesto al se{tilde}nor presidente de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /$c[signed] Juan C. de Le{acute}on... [et al.].",Special Collections
ksrl_sc_griffith_p294_0001,2015-03-03,2015-03-06,2015-04-29,8089343,Griffith P294,Griffith,P294,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, jefe supremo del ej{acute}ercito, Licdo. don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, jefe supremo del ej{acute}ercito, Licdo. don Manuel Estrada Cabrera /$c[signed] J. Claro Chaj{acute}on... [et al.].",Special Collections
ksrl_sc_griffith_p295_0001,2015-03-03,2015-03-06,2015-04-29,8089342,Griffith P295,Griffith,P295,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] Agust{acute}in L. Reyna Barrios.... [et al.].",Special Collections
ksrl_sc_griffith_p296_0001,2015-03-03,2015-03-06,2015-04-29,5350109,Griffith P296,Griffith,P296,{iexcl}Admiraci{acute}on! :,{iexcl}Admiraci{acute}on! :$bal egregio compositor don Rafael {acute}Alvarez /$c[signed] Angel E. L{acute}opez.,Special Collections
ksrl_sc_griffith_p297_0001,2015-03-03,2015-03-06,2015-04-29,7585395,Griffith P297,Griffith,P297,Propuesta /,"Propuesta /$c[signed] Jos{acute}e Mar{acute}ia Gir{acute}on, Eduardo P{acute}erez F.",Special Collections
ksrl_sc_griffith_p298_0001||ksrl_sc_griffith_p298_0002,2015-04-10,2015-04-10,2015-04-29,7585396,Griffith P298,Griffith,P298,Patriotismo y prosperidad /,Patriotismo y prosperidad /$c[signed] Gregorio Navas... [et al.].,Special Collections
ksrl_sc_griffith_p299_0001,2015-04-10,2015-04-10,2015-04-29,7585397,Griffith P299,Griffith,P299,"La municipalidad de Sta. Catarina Barahona del Depto. de Sacatep{acute}equez, al se{tilde}nor Licdo. don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica /","La municipalidad de Sta. Catarina Barahona del Depto. de Sacatep{acute}equez, al se{tilde}nor Licdo. don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica /$c[signed] T. Trinidad Hern{acute}andez, Jer{acute}onimo Ord{acute}o{tilde}nez, Emet{acute}erio Hern{acute}andez.",Special Collections
ksrl_sc_griffith_p301_0001,2015-03-03,2015-03-06,2015-04-29,7585399,Griffith P301,Griffith,P301,Se{tilde}nor preidente constitucional de la rep{acute}ublica de Guatemala /,Se{tilde}nor preidente constitucional de la rep{acute}ublica de Guatemala /$c[signed] Andr{acute}es B. Calder{acute}on... [et al.],Special Collections
ksrl_sc_griffith_p302_0001,2015-03-03,2015-03-06,2015-04-29,7585400,Griffith P302,Griffith,P302,Manifestaci{acute}on :,"Manifestaci{acute}on :$bse{tilde}nor Lic. don Manuel Estrada Cabrera, jefe del Partido Liberal y benem{acute}erito de la patria /$c[signed] Francisco G. Colomo... [et al.].",Special Collections
ksrl_sc_griffith_p303_0001,2015-03-03,2015-03-06,2015-04-29,7585401,Griffith P303,Griffith,P303,Conciudadanos /,Conciudadanos /$c[signed] B. Salvador Cifuentes... [et al.].,Special Collections
ksrl_sc_griffith_p304_0001,2015-03-03,2015-03-06,2015-04-29,7585402,Griffith P304,Griffith,P304,Manifestaci{acute}on-- /,Manifestaci{acute}on-- /$c[signed] J. {acute}Angel Minera G.... [et al.].,Special Collections
ksrl_sc_griffith_p305_0001,2015-03-03,2015-03-06,2015-04-29,7585403,Griffith P305,Griffith,P305,Interesante! /,Interesante! /$c[signed] Miguel {acute}Angel Ceballos.,Special Collections
ksrl_sc_griffith_p312_0001,2015-03-03,2015-03-06,2015-04-29,7585406,Griffith P312,Griffith,P312,Se{tilde}nor /,Se{tilde}nor /$c[signed] Francisco Amado.,Special Collections
ksrl_sc_griffith_p313_0001,2015-03-03,2015-03-06,2015-04-29,7585407,Griffith P313,Griffith,P313,"Concierto con que la banda Marcial felicita al se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera, con motivo de haberse terminado la construcci{acute}on del Ferrocarril al Atl{acute}antico.","Concierto con que la banda Marcial felicita al se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera, con motivo de haberse terminado la construcci{acute}on del Ferrocarril al Atl{acute}antico.",Special Collections
ksrl_sc_griffith_p314_0001,2015-03-03,2015-03-06,2015-04-29,7585408,Griffith P314,Griffith,P314,"Se{tilde}nor Lic. don Manuel Estrada Cabrera, benem{acute}erito de la patria y presidente constitucional de la rep{acute}ublica /","Se{tilde}nor Lic. don Manuel Estrada Cabrera, benem{acute}erito de la patria y presidente constitucional de la rep{acute}ublica /$c[signed] Concepci{acute}on S{acute}anchez de Vald{acute}es.",Special Collections
ksrl_sc_griffith_p315_0001,2015-03-03,2015-03-06,2015-04-29,7585409,Griffith P315,Griffith,P315,"Se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica /","Se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica /$c[signed] J. R{acute}omulo Pacheco... [et al.].",Special Collections
ksrl_sc_griffith_p317_0001,2015-04-09,2015-04-10,2015-04-29,7585411,Griffith P317,Griffith,P317,"El c{acute}antico de los altos, al ej{acute}ercito beligerante de Guatemala en el Salvador /","El c{acute}antico de los altos, al ej{acute}ercito beligerante de Guatemala en el Salvador /$cpor Elvira.",Special Collections
ksrl_sc_griffith_p318_0001,2015-03-03,2015-03-06,2015-04-29,7585412,Griffith P318,Griffith,P318,{iexcl}Compatriotas! /,{iexcl}Compatriotas! /$c[signed] Agust{acute}in Salazar... [et al.].,Special Collections
ksrl_sc_griffith_p320_0001,2015-03-03,2015-03-06,2015-04-29,7585414,Griffith P320,Griffith,P320,"Programa de las manifestaciones que en honor del ilustre jefe del Partido Liberal, licenciado don Manuel Estrada Cabrera, tendr{acute}an verificativo en esta cabecera el d{acute}ia 15 del corriente, con el concurso de las treinta y cuatro juntas directivas de los clubs pol{acute}iticos del departamento de Santa Rosa.","Programa de las manifestaciones que en honor del ilustre jefe del Partido Liberal, licenciado don Manuel Estrada Cabrera, tendr{acute}an verificativo en esta cabecera el d{acute}ia 15 del corriente, con el concurso de las treinta y cuatro juntas directivas de los clubs pol{acute}iticos del departamento de Santa Rosa.",Special Collections
ksrl_sc_griffith_p321_0001,2015-03-03,2015-03-06,2015-04-29,7585415,Griffith P321,Griffith,P321,"Carta abierta al Club ""Liberal Chichicasteco"". /","Carta abierta al Club ""Liberal Chichicasteco"". /$c[signed] J.M. Mota.",Special Collections
ksrl_sc_griffith_p323_0001,2015-03-03,2015-03-06,2015-04-29,7585417,Griffith P323,Griffith,P323,Nuestro sentir /,Nuestro sentir /$cJos{acute}e G{acute}alvez... [et al.].,Special Collections
ksrl_sc_griffith_p324_0001,2015-03-03,2015-03-06,2015-04-29,7585995,Griffith P324,Griffith,P324,{iexcl}Guatemaltecos! /,{iexcl}Guatemaltecos! /$c[signed] J. Antonio Ruano... [et al.],Special Collections
ksrl_sc_griffith_p325_0001,2015-03-03,2015-03-06,2015-04-29,7585996,Griffith P325,Griffith,P325,El C. pertenece {acute}a la Compa{tilde}nia del capitan que subscribe.,El C. pertenece {acute}a la Compa{tilde}nia del capitan que subscribe.,Special Collections
ksrl_sc_griffith_p328_0001,2015-03-03,2015-03-06,2015-04-29,7585999,Griffith P328,Griffith,P328,{acute}Orden N. 253 /,"{acute}Orden N. 253 /$cMinisterio general del Gob. del Estado, Departamento de Gobernaci{acute}on .",Special Collections
ksrl_sc_griffith_p331_0001,2015-03-03,2015-03-06,2015-04-29,7586002,Griffith P331,Griffith,P331,Decreto /,"Decreto /$cMinisterio gral. del Gobierno del Estado de Guatamala, Departamento de Gobernaci{acute}on ; [signed] Juan Jos{acute}e de Leon.",Special Collections
ksrl_sc_griffith_p333_0001,2015-03-03,2015-03-06,2015-04-29,7586016,Griffith P333,Griffith,P333,Acta /,Acta /$c[signed] Salvador Escobar.,Special Collections
ksrl_sc_griffith_p335_0001,2015-03-03,2015-03-06,2015-04-29,7586005,Griffith P335,Griffith,P335,"Club ""La Reforma"", cant{acute}on Jocotenango /","Club ""La Reforma"", cant{acute}on Jocotenango /$c[signed] Luis Villagr{acute}an... [et al.].",Special Collections
ksrl_sc_griffith_p336_0001,2015-03-03,2015-03-06,2015-04-29,7586006,Griffith P336,Griffith,P336,A nuestros compatriotas /,A nuestros compatriotas /$c[signed] Manuel Oliva Muralles... [et al.].,Special Collections
ksrl_sc_griffith_p337_0001,2015-03-03,2015-03-06,2015-04-29,7586007,Griffith P337,Griffith,P337,{iexcl}{iexcl}A nuestros conciudadanos!! /,{iexcl}{iexcl}A nuestros conciudadanos!! /$c[signed] Francisco Corzantes... [et al.].,Special Collections
ksrl_sc_griffith_p338_0001,2015-03-03,2015-03-06,2015-04-29,7586008,Griffith P338,Griffith,P338,Conciudadanos /,Conciudadanos /$c[signed] Manuel de J. Orellana.,Special Collections
ksrl_sc_griffith_p339_0001,2015-03-03,2015-03-06,2015-04-29,7586009,Griffith P339,Griffith,P339,A las urnas electorales /,A las urnas electorales /$c[signed] Raymundo Carrera.,Special Collections
ksrl_sc_griffith_p341_0001,2015-03-03,2015-03-06,2015-04-29,7586011,Griffith P341,Griffith,P341,"Acta relativa al homenaje al doctor don Mariano de Larrave, pr{acute}ocer de la independencia de Centro Am{acute}erica /","Acta relativa al homenaje al doctor don Mariano de Larrave, pr{acute}ocer de la independencia de Centro Am{acute}erica /$c[Guatemala ; signed] J.M. Reina Andrade... [et al.].",Special Collections
ksrl_sc_griffith_p342_0001,2015-03-03,2015-03-06,2015-04-29,7586012,Griffith P342,Griffith,P342,Remate p{acute}ublico /,Remate p{acute}ublico /$c[signed] Jos{acute}e Revello.,Special Collections
ksrl_sc_griffith_p344_0001,2015-03-05,2015-03-09,2015-04-29,7586014,Griffith P344,Griffith,P344,Se{tilde}nor /,Se{tilde}nor /$cRafael Mendiz{acute}abal.,Special Collections
ksrl_sc_griffith_p346_0001,2015-03-05,2015-03-09,2015-04-29,7586017,Griffith P346,Griffith,P346,Se{tilde}nor /,Se{tilde}nor /$c[signed] Adolfo Garc{acute}ia Aguilar... [et al.],Special Collections
ksrl_sc_griffith_p347_0001||ksrl_sc_griffith_p347_0002,2015-03-05,2015-03-16,2015-04-29,7586018,Griffith P347,Griffith,P347,"Homenaje de adhesi{acute}on del pueblo de Zacapa al exelent{acute}isimo se{tilde}nor doctor don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica y jefe del Partido Liberal /","Homenaje de adhesi{acute}on del pueblo de Zacapa al exelent{acute}isimo se{tilde}nor doctor don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica y jefe del Partido Liberal /$c[signed] Benjamin Oliva... [et al.].",Special Collections
ksrl_sc_griffith_p348_0001||ksrl_sc_griffith_p348_0002,2015-03-05,2015-04-08,2015-04-29,7586019,Griffith P348,Griffith,P348,"Manifestaci{acute}on que los vecinos del pueblo de San Sebastian, Reu., dirijen al excelentisimo se{tilde}nor presidente constitucional de la rep{acute}ublica, en protesta contra los ataques de que ha sido v{acute}ictima por el obispo de Faseli, doctor Jos{acute}e Pi{tilde}nol y Batres /","Manifestaci{acute}on que los vecinos del pueblo de San Sebastian, Reu., dirijen al excelentisimo se{tilde}nor presidente constitucional de la rep{acute}ublica, en protesta contra los ataques de que ha sido v{acute}ictima por el obispo de Faseli, doctor Jos{acute}e Pi{tilde}nol y Batres /$c[signed] Heliodoro Ponce R.... [et al.].",Special Collections
ksrl_sc_griffith_p349_0001,2015-03-05,2015-03-09,2015-04-29,7586020,Griffith P349,Griffith,P349,Se{tilde}nor jefe pol{acute}itico del departamento Totonicap{acute}an /,Se{tilde}nor jefe pol{acute}itico del departamento Totonicap{acute}an /$cComit{acute}e de Festejos para el 15 de Marzo ; [signed] Manuel Mar{acute}ia Gir{acute}on... [et al.].,Special Collections
ksrl_sc_griffith_p351_0001,2015-03-05,2015-03-09,2015-04-29,7586022,Griffith P351,Griffith,P351,Se{tilde}nor /,Se{tilde}nor /$c[signed] J.B. Pellecer.,Special Collections
ksrl_sc_griffith_p352_0001,2015-03-05,2015-03-09,2015-04-29,6023699,Griffith P352,Griffith,P352,A los guatemaltecos /,A los guatemaltecos /$cLa Junta Patriotica de Patz{acute}um ; [signed] Arcadio Turcios... [et al.].,Special Collections
ksrl_sc_griffith_p353_0001,2015-03-05,2015-03-09,2015-04-29,5350101,Griffith P353,Griffith,P353,Insinuaciones calumniosas /,Insinuaciones calumniosas /$c[signed] Rafael Ariza.,Special Collections
ksrl_sc_griffith_p354_0001,2015-03-05,2015-03-09,2015-04-29,7611005,Griffith P354,Griffith,P354,Se{tilde}nor presidente de la rep{acute}ublica /,"Se{tilde}nor presidente de la rep{acute}ublica /$c[signed] Jorge S{acute}aenz, Onofre Bone, F. Mollinedo.",Special Collections
ksrl_sc_griffith_p355_0001||ksrl_sc_griffith_p355_0002,2015-03-05,2015-03-16,2015-04-29,5350107,Griffith P355,Griffith,P355,Ferro-carril de los Altos :,Ferro-carril de los Altos :$btelegrama de felicitaci{acute}on /$c[signed] Jacinto C{acute}ordoba Gonz{acute}alez... [et al.].,Special Collections
ksrl_sc_griffith_p357_0001,2015-03-05,2015-03-09,2015-04-29,7591924,Griffith P357,Griffith,P357,Se{tilde}nor presidente constitucional de la rep{acute}ublica licenciado don Manuel Estrada Cabrera /,Se{tilde}nor presidente constitucional de la rep{acute}ublica licenciado don Manuel Estrada Cabrera /$c[signed] Jes{acute}us S{acute}anchez v. de Barreda.,Special Collections
ksrl_sc_griffith_p358_0001,2015-03-05,2015-04-08,2015-04-29,5350098,Griffith P358,Griffith,P358,"El Club ""Cordillera de los Andes"" a sus correligionarios /","El Club ""Cordillera de los Andes"" a sus correligionarios /$c[signed] Felipe Escobedo... [et al.].",Special Collections
ksrl_sc_griffith_p360_0001,2015-03-05,2015-03-09,2015-04-29,5350097,Griffith P360,Griffith,P360,La voz del pueblo de San Sebasti{acute}an /,La voz del pueblo de San Sebasti{acute}an /$c[signed] Ger{acute}onimo Villagr{acute}an... [et al.].,Special Collections
ksrl_sc_griffith_p361_0001,2015-03-05,2015-03-09,2015-04-29,5350112,Griffith P361,Griffith,P361,Telegrafos nacionales :,Telegrafos nacionales :$baviso de vapores.,Special Collections
ksrl_sc_griffith_p362_0001,2015-03-05,2015-03-09,2015-04-29,7591929,Griffith P362,Griffith,P362,Telegrafos nacionales Guatemala :,Telegrafos nacionales Guatemala :$baviso de vapores.,Special Collections
ksrl_sc_griffith_p363_0001,2015-03-05,2015-03-09,2015-04-29,7591930,Griffith P363,Griffith,P363,Telegrafos nacionales Guatemala :,Telegrafos nacionales Guatemala :$baviso de vapores.,Special Collections
ksrl_sc_griffith_p364_0001,2015-03-05,2015-03-09,2015-04-29,5347284,Griffith P364,Griffith,P364,Justicia al m{acute}erito de un militar guatemalteco /,Justicia al m{acute}erito de un militar guatemalteco /$c[signed] Felix Carrillo.,Special Collections
ksrl_sc_griffith_p386_0001,2015-03-06,2015-03-09,2015-04-29,7591943,Griffith P386,Griffith,P386,"Consagraci{acute}on del Illmo. Sr. obispo de Comayagua, Dn. Francisco de Paula Campoy.","Consagraci{acute}on del Illmo. Sr. obispo de Comayagua, Dn. Francisco de Paula Campoy.",Special Collections
ksrl_sc_griffith_p402_0001,2015-03-06,2015-03-09,2015-04-29,7611004,Griffith P402,Griffith,P402,D{acute}ecima.,D{acute}ecima.,Special Collections
ksrl_sc_griffith_p403_0001,2015-03-06,2015-03-09,2015-04-29,7611006,Griffith P403,Griffith,P403,A Maria en las m{acute}isticas flores :,A Maria en las m{acute}isticas flores :$bsextinas h{acute}imnicas.,Special Collections
ksrl_sc_griffith_p414_0001,2015-03-07,2015-03-09,2015-04-29,7611201,Griffith P414,Griffith,P414,{iexcl}Correligionarios! /,{iexcl}Correligionarios! /$c[signed] Estanislao Argueta R. ... [et al.].,Special Collections
ksrl_sc_griffith_p417_0001,2015-03-07,2015-04-08,2015-04-29,7611204,Griffith P417,Griffith,P417,"La municipalidad de Cob{acute}an, Alta Verapaz :","La municipalidad de Cob{acute}an, Alta Verapaz :$b{iexcl}a los pueblos de la rep{acute}ublica! /$c[signed] Melecio Reyes... [et al.].",Special Collections
ksrl_sc_griffith_p419_0001,2015-03-07,2015-03-09,2015-04-29,7611206,Griffith P419,Griffith,P419,Carta abierta /,Carta abierta /$cJoaqu{acute}in Escobar M.,Special Collections
ksrl_sc_griffith_p425_0001,2015-03-07,2015-03-09,2015-04-29,7611213,Griffith P425,Griffith,P425,Rector{acute}ia de la Universidad de Occidente /,Rector{acute}ia de la Universidad de Occidente /$c[signed] Emilio Delgado.,Special Collections
ksrl_sc_griffith_p445_0001,2015-03-07,2015-03-09,2015-04-29,7616368,Griffith P445,Griffith,P445,Se{tilde}nor /,"Se{tilde}nor /$c[signed] Comisi{acute}on de la Liga Antialcoh{acute}olica, Carlos Dom{acute}ingues Suasn{acute}avar... [et al.].",Special Collections
ksrl_sc_griffith_p446_0001,2015-03-07,2015-03-09,2015-04-29,7616371,Griffith P446,Griffith,P446,Por renuncia que hizo don Manuel Cobos Batres de la candidatura de diputado...,Por renuncia que hizo don Manuel Cobos Batres de la candidatura de diputado...,Special Collections
ksrl_sc_griffith_p449_0001,2015-03-07,2015-03-09,2015-04-29,7616377,Griffith P449,Griffith,P449,Con Guatemala en defensa de su soberan{acute}ia e independencia!,Con Guatemala en defensa de su soberan{acute}ia e independencia!$bgran mit{acute}in de solidaridad del pueblo de M{acute}exico...,Special Collections
ksrl_sc_griffith_p450_0001,2015-03-07,2015-03-09,2015-04-29,7616379,Griffith P450,Griffith,P450,Teatro de Carrera :,"Teatro de Carrera :$bgran funci{acute}on extraordinaria para la noche del viernes 10 del corriente, a beneficio de la prima donna Srita. do{tilde}na Adelina Speranza.",Special Collections
ksrl_sc_griffith_p452_0001,2015-03-07,2015-03-09,2015-04-29,7616383,Griffith P452,Griffith,P452,"Pastoral popular a todos los fieles democratas, salud!","Pastoral popular a todos los fieles democratas, salud!",Special Collections
ksrl_sc_griffith_p461_0001,2015-03-07,2015-03-09,2015-04-29,7616402,Griffith P461,Griffith,P461,Protesta /,Protesta /$c[signed] Julio Casta{tilde}neda Godoy... [et al.].,Special Collections
ksrl_sc_griffith_p462_0001||ksrl_sc_griffith_p462_0002,2015-03-07,2015-03-09,2015-04-29,7616404,Griffith P462,Griffith,P462,Decreto n{acute}um. 224.,Decreto n{acute}um. 224.,Special Collections
ksrl_sc_griffith_p463_0001,2015-03-07,2015-03-09,2015-04-29,7616407,Griffith P463,Griffith,P463,Decreto n{acute}um. 391.,Decreto n{acute}um. 391.,Special Collections
ksrl_sc_griffith_p464_0001,2015-03-07,2015-03-09,2015-04-29,7616409,Griffith P464,Griffith,P464,En virtud del decreto de 31 de mayo {acute}ultimo...,En virtud del decreto de 31 de mayo {acute}ultimo...,Special Collections
ksrl_sc_griffith_p465_0001,2015-03-07,2015-03-09,2015-04-29,7616411,Griffith P465,Griffith,P465,Guatemalteco :,Guatemalteco :$bestos son los principales cabecillas que desean sembrar el caos y la anarqu{acute}ia en tu patria.,Special Collections
ksrl_sc_griffith_p467_0001||ksrl_sc_griffith_p467_0002,2015-03-07,2015-03-16,2015-04-29,7616416,Griffith P467,Griffith,P467,Se{tilde}nor jefe pol{acute}itico de--.,Se{tilde}nor jefe pol{acute}itico de--.,Special Collections
ksrl_sc_griffith_p470_0001,2015-03-10,2015-03-16,2015-04-29,7616422,Griffith P470,Griffith,P470,Se{tilde}nor :,"Se{tilde}nor :$b[en la noche del 8 al 9 del presente mes de Mayo, se introdujeron los ladrones a la casa de comercio... /$csigned] Jesus Aguilar M.",Special Collections
ksrl_sc_griffith_p471_0001,2015-03-10,2015-03-16,2015-04-29,7616423,Griffith P471,Griffith,P471,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, doctor don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, doctor don Manuel Estrada Cabrera /$c[signed] Tr{acute}ansito Aceituno ; Alfredo Escobar... [et al.].",Special Collections
ksrl_sc_griffith_p473_0001,2015-03-10,2015-03-16,2015-04-29,7616426,Griffith P473,Griffith,P473,Sarcasmo /,"Sarcasmo /$cClub ""La Democracia"".",Special Collections
ksrl_sc_griffith_p474_0001,2015-03-10,2015-03-16,2015-04-29,7616428,Griffith P474,Griffith,P474,"Cumplea{tilde}nos del se{tilde}nor presidente constitucional de la rep{acute}ublica, doctor don Manuel Estrada Cabrera /","Cumplea{tilde}nos del se{tilde}nor presidente constitucional de la rep{acute}ublica, doctor don Manuel Estrada Cabrera /$c[signed] Celestino Morales C.",Special Collections
ksrl_sc_griffith_p475_0001,2015-03-10,2015-03-16,2015-04-29,7616430,Griffith P475,Griffith,P475,Pagar justos por pecadores /,Pagar justos por pecadores /$c[signed] J. Tomas Cervantes.,Special Collections
ksrl_sc_griffith_p477_0001,2015-03-10,2015-03-16,2015-04-29,7616434,Griffith P477,Griffith,P477,Aviso al p{acute}ublico /,Aviso al p{acute}ublico /$c[signed] Tom{acute}as Matheu.,Special Collections
ksrl_sc_griffith_p478_0001,2015-03-10,2015-03-16,2015-04-29,7616436,Griffith P478,Griffith,P478,Al pueblo /,"Al pueblo /$c[signed] Jos{acute}e Ma. Villalobos, Manuel Cabral.",Special Collections
ksrl_sc_griffith_p479_0001,2015-03-10,2015-03-16,2015-04-29,7616439,Griffith P479,Griffith,P479,A los artesanos de la capital /,"A los artesanos de la capital /$c[signed] Jos{acute}e Ma. Villalobos, Manuel Cabral.",Special Collections
ksrl_sc_griffith_p482_0001,2015-03-10,2015-03-16,2015-04-29,7621271,Griffith P482,Griffith,P482,[Habiendo determinado el acuerdo de 6 de marzo de 1877...],[Habiendo determinado el acuerdo de 6 de marzo de 1877...],Special Collections
ksrl_sc_griffith_p483_0001||ksrl_sc_griffith_p483_0002,2015-03-10,2015-03-16,2015-04-29,7616443,Griffith P483,Griffith,P483,Sr. D. Casandro Corrientes /,Sr. D. Casandro Corrientes /$c[Perfecto Tranqueador].,Special Collections
