Filename,Date Digitized ,QA complete,OCR complete,Bib ID,Call number,Prefix,Classification,Brief Title,Full Title,Repository
ksrl_sc_griffith_h136_0001||ksrl_sc_griffith_h136_0002,2015-04-29,2015-04-30,2015-05-01,7879027,Griffith H136,Griffith,H136,Manifestaci{acute}on /,Manifestaci{acute}on /$c[signed] Salvador Osorio... [et al.].,Special Collections
ksrl_sc_griffith_h137_0001,2015-04-21,2015-04-22,2015-05-01,7879028,Griffith H137,Griffith,H137,Manifestaci{acute}on general del pueblo de Cuyotenango /,Manifestaci{acute}on general del pueblo de Cuyotenango /$c[signed] Rafael M. Cazali... [et al.].,Special Collections
ksrl_sc_griffith_h138_0001,2015-04-21,2015-04-22,2015-05-01,7879029,Griffith H138,Griffith,H138,{iexcl}Tambien nosotros! /,{iexcl}Tambien nosotros! /$c[signed] Almengor P{acute}erez... [et al.].,Special Collections
ksrl_sc_griffith_h139_0001,2015-04-21,2015-04-22,2015-05-01,7879030,Griffith H139,Griffith,H139,"Club ""Minerva""/","Club ""Minerva""/$c[signed] Marcial M{acute}endez... [et al.].",Special Collections
ksrl_sc_griffith_h140_0001,2015-04-21,2015-04-22,2015-05-01,7879031,Griffith H140,Griffith,H140,"Manifestaci{acute}on del Club ""La Firmeza"" en honor de su ilustre candidato, licenciado don Manuel Estrada Cabrera /","Manifestaci{acute}on del Club ""La Firmeza"" en honor de su ilustre candidato, licenciado don Manuel Estrada Cabrera /$c[signed] Leonarda Camacho... [et al.].",Special Collections
ksrl_sc_griffith_h141_0001,2015-04-21,2015-04-22,2015-05-01,7879032,Griffith H141,Griffith,H141,Convocatoria.,Convocatoria.,Special Collections
ksrl_sc_griffith_h142_0001,2015-04-21,2015-04-22,2015-05-01,7879033,Griffith H142,Griffith,H142,"Manifestaci{acute}on de la prensa centro-americana al se{tilde}nor presidente constiutcional de la rep{acute}ublica, benem{acute}erito de la patria, Licdo. don Manuel Estrada Cabrera /","Manifestaci{acute}on de la prensa centro-americana al se{tilde}nor presidente constiutcional de la rep{acute}ublica, benem{acute}erito de la patria, Licdo. don Manuel Estrada Cabrera /$c[signed] Joaqu{acute}in M{acute}endez... [et al.].",Special Collections
ksrl_sc_griffith_h143_0001,2015-04-21,2015-04-22,2015-05-01,7879034,Griffith H143,Griffith,H143,"En Zunilito, jurisdicci{acute}on municipal de Zunil, a quince de mayo de mil novecientos cuatro... /","En Zunilito, jurisdicci{acute}on municipal de Zunil, a quince de mayo de mil novecientos cuatro... /$c[signed] Beltr{acute}an Santiago V.... [et al.]",Special Collections
ksrl_sc_griffith_h144_0001,2015-04-21,2015-04-22,2015-05-01,5554092,Griffith H144,Griffith,H144,{iexcl}Proclama! :,"{iexcl}Proclama! :$blos guatemaltecos, radicados hace tiempo en esta ciudad.... /$c[signed] Francisco Cifuentes... [et al.].",Special Collections
ksrl_sc_griffith_h145_0001,2015-04-21,2015-04-22,2015-05-01,7879035,Griffith H145,Griffith,H145,Considerando :,Considerando :$bque la agricultura es la base de la riqueza p{acute}ublica...,Special Collections
ksrl_sc_griffith_h146_0001,2015-04-21,2015-04-22,2015-05-01,7879036,Griffith H146,Griffith,H146,Se{tilde}nor licenciado don Manuel Estrada Cabrera /,Se{tilde}nor licenciado don Manuel Estrada Cabrera /$c[signed] J. Ladislao Cardona... [et al.].,Special Collections
ksrl_sc_griffith_h147_0001,2015-04-21,2015-04-22,2015-05-01,7879037,Griffith H147,Griffith,H147,Carta abierta /,Carta abierta /$c[signed] Higinio Aguilera E.,Special Collections
ksrl_sc_griffith_h148_0001,2015-04-21,2015-04-22,2015-05-01,7879038,Griffith H148,Griffith,H148,Manifestaci{acute}on :,"Manifestaci{acute}on :$bse{tilde}nor presidente de la rep{acute}ublica, benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] J. Rivera... [et al.].",Special Collections
ksrl_sc_griffith_h149_0001,2015-04-21,2015-04-22,2015-05-01,7879039,Griffith H149,Griffith,H149,Manifestaci{acute}on :,Manifestaci{acute}on :$bse{tilde}nor Lic. don Manuel Estrada Cabrera /$c[signed] Silvestra L{acute}opez... [et al.].,Special Collections
ksrl_sc_griffith_h150_0001,2015-04-21,2015-04-22,2015-05-01,7879040,Griffith H150,Griffith,H150,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /$c[signed] Jos{acute}e Mar{acute}ia Valdiz{acute}on... [et al.].",Special Collections
ksrl_sc_griffith_h151_0001,2015-04-21,2015-04-22,2015-05-01,7879041,Griffith H151,Griffith,H151,Se{tilde}nor presidente de la rep{acute}ublica /,Se{tilde}nor presidente de la rep{acute}ublica /$c[signed] Gregorio Leal R.... [et al.].,Special Collections
ksrl_sc_griffith_h152_0001,2015-04-21,2015-04-22,2015-05-01,7879042,Griffith H152,Griffith,H152,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /$c[signed] Miguel L{acute}opez F....[et al.].",Special Collections
ksrl_sc_griffith_h153_0001,2015-04-21,2015-04-22,2015-05-01,7879043,Griffith H153,Griffith,H153,Protesta contra el crimen /,Protesta contra el crimen /$c[signed] David Barrientos Ruiz... [et al.].,Special Collections
ksrl_sc_griffith_h154_0001,2015-04-21,2015-04-22,2015-05-01,7879044,Griffith H154,Griffith,H154,"Se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] S{acute}ervulo E. Mota... [et al.].",Special Collections
ksrl_sc_griffith_h156_0001,2015-04-28,2015-04-28,2015-05-01,7879045,Griffith H156,Griffith,H156,"Los infrascritos miembros de la junta directiva del Club Central ""2 de Octubre"", por cuanto; el socio activo don Rafael Solares... /","Los infrascritos miembros de la junta directiva del Club Central ""2 de Octubre"", por cuanto; el socio activo don Rafael Solares... /$c[signed] Miguel Larrave... [et al.].",Special Collections
ksrl_sc_griffith_h159_0001,2015-04-28,2015-04-28,2015-05-01,7879046,Griffith H159,Griffith,H159,La juventud liberal al licenciado don Manuel Estrada Cabrera /,La juventud liberal al licenciado don Manuel Estrada Cabrera /$c[signed] Salvador Gir{acute}on... [et al.].,Special Collections
ksrl_sc_griffith_h160_0001,2015-04-28,2015-04-28,2015-05-01,7879047,Griffith H160,Griffith,H160,"Manifestaci{acute}on de la municipalidad de Purulh{acute}a al se{tilde}nor presidente de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /","Manifestaci{acute}on de la municipalidad de Purulh{acute}a al se{tilde}nor presidente de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /$c[signed] Rafael Ruano R., Marcelino Caballeros.",Special Collections
ksrl_sc_griffith_h161_0001,2015-04-28,2015-04-28,2015-05-01,7879048,Griffith H161,Griffith,H161,"Manifestaci{acute}on al se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /","Manifestaci{acute}on al se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] Diego Zapil.",Special Collections
ksrl_sc_griffith_h162_0001,2015-04-28,2015-04-28,2015-05-01,7879049,Griffith H162,Griffith,H162,"Manifestaci{acute}on dirigida al se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria y jefe del Partido Liberal, licenciado don Manuel Estrada Cabera /","Manifestaci{acute}on dirigida al se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria y jefe del Partido Liberal, licenciado don Manuel Estrada Cabera /$c[signed] Gregorio Villatoro... [et al.].",Special Collections
ksrl_sc_griffith_h163_0001,2015-04-23,2015-04-27,2015-05-01,7879050,Griffith H163,Griffith,H163,Unos veteranos :,Unos veteranos :$bhemos presenciado ese gran acontecimiento... /$c[signed] Evaristo Orozco... [et al.],Special Collections
ksrl_sc_griffith_h164_0001,2015-04-23,2015-04-27,2015-05-01,7879051,Griffith H164,Griffith,H164,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /$c[signed] Gregorio Cap... [et al.].",Special Collections
ksrl_sc_griffith_h165_0001,2015-04-23,2015-04-27,2015-05-01,7879052,Griffith H165,Griffith,H165,Se{tilde}nor :,"Se{tilde}nor :$bel pueblo de Guatemala ha seguido con calma vuestros pasos como gobernante... /$c[signed] Antonio Valdiz{acute}on, Rosendo Ericastilla, Justo Barrientos L.",Special Collections
ksrl_sc_griffith_h166_0001,2015-04-23,2015-04-27,2015-05-01,7879053,Griffith H166,Griffith,H166,Al pueblo guatemalteco /,Al pueblo guatemalteco /$c[signed] J. Lisandro Azmitia... [et al.],Special Collections
ksrl_sc_griffith_h172_0001,2015-04-23,2015-04-27,2015-05-01,7879058,Griffith H172,Griffith,H172,Se{tilde}nor-- director-- de la escuela de ni{tilde}n--s /,Se{tilde}nor-- director-- de la escuela de ni{tilde}n--s /$c[signed] Francisco Castillo M{acute}endez.,Special Collections
ksrl_sc_griffith_h173_0001,2015-04-29,2015-04-30,2015-05-01,7879059,Griffith H173,Griffith,H173,Correspondencia de Guatemala :,Correspondencia de Guatemala :$b23 de septiembre de 1904.,Special Collections
ksrl_sc_griffith_h174_0001,2015-04-23,2015-04-27,2015-05-01,7879060,Griffith H174,Griffith,H174,"El alcalde 1{deg} municipal de esta ciudad, por cuanto... /","El alcalde 1{deg} municipal de esta ciudad, por cuanto... /$c[signed] Alberto Diaz Duran ; Alejandro Juarez.",Special Collections
ksrl_sc_griffith_h175_0001,2015-04-28,2015-04-28,2015-05-01,7879061,Griffith H175,Griffith,H175,Gratitud /,Gratitud /$c[signed] Emilia Sandoval... [et al.].,Special Collections
ksrl_sc_griffith_h176_0001,2015-04-28,2015-04-28,2015-05-01,7879452,Griffith H176,Griffith,H176,"Alcance {acute}a ""La ofrenda"" :","Alcance {acute}a ""La ofrenda"" :$binauguraci{acute}on del ferro-carril : noticias telegr{acute}aficas.",Special Collections
ksrl_sc_griffith_h177_0001,2015-04-28,2015-04-28,2015-05-01,7879453,Griffith H177,Griffith,H177,"Se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica /","Se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica /$c[signed] Luis Molina... [et al.].",Special Collections
ksrl_sc_griffith_h178_0001,2015-04-28,2015-04-28,2015-05-01,7879454,Griffith H178,Griffith,H178,"Manifestaci{acute}on- se{tilde}nor presidente constitucional de la rep{acute}ublica, Licdo. don Manuel Estrada Cabrera /","Manifestaci{acute}on- se{tilde}nor presidente constitucional de la rep{acute}ublica, Licdo. don Manuel Estrada Cabrera /$c[signed] Vicente Marroqu{acute}in... [et al.].",Special Collections
ksrl_sc_griffith_h179_0001,2015-04-28,2015-04-28,2015-05-01,7879455,Griffith H179,Griffith,H179,{iexcl}{iexcl}Prosperidad!! /,{iexcl}{iexcl}Prosperidad!! /$c[signed] Juan J. Garc{acute}ia Andrade.,Special Collections
ksrl_sc_griffith_h180_0001,2015-04-28,2015-04-28,2015-05-01,7879456,Griffith H180,Griffith,H180,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, Lic. don Manuel Estrada C. /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, Lic. don Manuel Estrada C. /$c[signed] Angel Santis... [et al.].",Special Collections
ksrl_sc_griffith_h181_0001,2015-04-28,2015-04-28,2015-05-01,7879457,Griffith H181,Griffith,H181,"Se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la Rep{acute}ublica Guatemala /","Se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la Rep{acute}ublica Guatemala /$c[signed] Joaquin T{acute}orres... [et al.].",Special Collections
ksrl_sc_griffith_h182_0001,2015-04-28,2015-04-28,2015-05-01,7879458,Griffith H182,Griffith,H182,"El Club Liberal ""Victoria"" a los guatemaltecos... /","El Club Liberal ""Victoria"" a los guatemaltecos... /$c[signed] Antonio Garc{acute}ia V....[et al.].",Special Collections
ksrl_sc_griffith_h183_0001,2015-04-28,2015-04-28,2015-05-01,7879460,Griffith H183,Griffith,H183,"El Club ""La Patria"" a los guatemaltecos! /","El Club ""La Patria"" a los guatemaltecos! /$c[signed] Agust{acute}in Rivas....[et al.].",Special Collections
ksrl_sc_griffith_h184_0001,2015-04-28,2015-04-28,2015-05-01,7879461,Griffith H184,Griffith,H184,Correspondencia de Guatemala :,Correspondencia de Guatemala :$b8 de julio de 1904.,Special Collections
ksrl_sc_griffith_h185_0001,2015-04-23,2015-04-27,2015-05-01,7879462,Griffith H185,Griffith,H185,"El pueblo de Palencia, al ilustre licenciado don Manuel Estrada Cabrera y {acute}a sus conciudadanos... /","El pueblo de Palencia, al ilustre licenciado don Manuel Estrada Cabrera y {acute}a sus conciudadanos... /$c[signed] F. Vicente Corado... [et al.].",Special Collections
ksrl_sc_griffith_h190_0001,2015-04-23,2015-04-27,2015-05-01,7879463,Griffith H190,Griffith,H190,Gratitud /,Gratitud /$c[signed] Mar{acute}ia E. Aguirre... [et al.].,Special Collections
ksrl_sc_griffith_h191_0001,2015-04-23,2015-04-27,2015-05-01,7879464,Griffith H191,Griffith,H191,{iexcl}Compatriotas!,{iexcl}Compatriotas!$bha llegado la hora en que todos los que tenemos el honor de pertenecer al Partido Liberal... /$c[signed] Isidro L{acute}opez F.... [et al.].,Special Collections
ksrl_sc_griffith_h192_0001,2015-04-23,2015-04-27,2015-05-01,7879465,Griffith H192,Griffith,H192,"11.{deg} sorteo de la ""deuda convertida,"" verificado en la fecha, en cumplimiento de lo dispuesto en el art{acute}iculo 5.{deg} de la ley de 28 de mayo de 1872... /","11.{deg} sorteo de la ""deuda convertida,"" verificado en la fecha, en cumplimiento de lo dispuesto en el art{acute}iculo 5.{deg} de la ley de 28 de mayo de 1872... /$c[signed] Rafael Goyena Peralta... [et al.].",Special Collections
ksrl_sc_griffith_h193_0001,2015-04-23,2015-04-27,2015-05-01,5554481,Griffith H193,Griffith,H193,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera :","Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera :$bla Junta Patri{acute}otica ""El Eco Nacional"" de esta poblaci{acute}on... /$c[signed] Mariano Tobar... [et al.].",Special Collections
ksrl_sc_griffith_h194_0001,2015-04-23,2015-04-27,2015-05-01,5554480,Griffith H194,Griffith,H194,Manifestaci{acute}on :,Manifestaci{acute}on :$bEl Club Liberal Firmeza fundado desde el a{tilde}no de 1898 al amparo de la paz y libertad de que disfrutamos... /$c[signed] Celso Cit{acute}an R.... [et al.].,Special Collections
ksrl_sc_griffith_h195_0001,2015-04-23,2015-04-27,2015-05-01,5554098,Griffith H195,Griffith,H195,Nuestro candidato :,Nuestro candidato :$bPr{acute}oximos {acute}a cumplir con uno de los m{acute}as hermosos principios de la democracia... /$c[signed] Francisco C. Casta{tilde}neda... [et al.].,Special Collections
ksrl_sc_griffith_h197_0001,2015-04-28,2015-04-28,2015-05-01,5554059,Griffith H197,Griffith,H197,"Manuel Rubio, alcalde 1.{deg} de esta ciudad /","Manuel Rubio, alcalde 1.{deg} de esta ciudad /$c[signed] Manuel Rubio, Jos{acute}e Mart{acute}inez.",Special Collections
ksrl_sc_griffith_h199_0001,2015-04-23,2015-04-27,2015-05-01,5554095,Griffith H199,Griffith,H199,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, Licdo. don Manuel Estrada Cabrera, presente.... /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, Licdo. don Manuel Estrada Cabrera, presente.... /$c[signed] Luis Ovalle... [et al.].",Special Collections
ksrl_sc_griffith_h202_0001,2015-04-29,2015-04-29,2015-05-01,5554569,Griffith H202,Griffith,H202,"Las milicias del departamento de la Baja Verapaz, a su jefe supremo /","Las milicias del departamento de la Baja Verapaz, a su jefe supremo /$c[signed] Agust{acute}in Pel{acute}aez... [et al.].",Special Collections
ksrl_sc_griffith_h203_0001,2015-04-29,2015-04-29,2015-05-01,5554504,Griffith H203,Griffith,H203,Manifestaci{acute}on :,"Manifestaci{acute}on :$bse{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria /$c[signed] Julio Llerena... [et al.].",Special Collections
ksrl_sc_griffith_h204_0001,2015-04-28,2015-04-28,2015-05-01,5349353,Griffith H204,Griffith,H204,"El jeneral presidente, en el deseo de dar mayor solemnidad y animaci{acute}on {acute}a la f{acute}eria creada por acuerdo de 28 de junio del a{tilde}no pr{acute}oximo pasado....","El jeneral presidente, en el deseo de dar mayor solemnidad y animaci{acute}on {acute}a la f{acute}eria creada por acuerdo de 28 de junio del a{tilde}no pr{acute}oximo pasado....",Special Collections
ksrl_sc_griffith_h205_0001||ksrl_sc_griffith_h205_0002,2015-04-28,2015-04-28,2015-05-01,5349402,Griffith H205,Griffith,H205,Carta abierta /,Carta abierta /$c[signed] Basilio J. Robles.,Special Collections
ksrl_sc_griffith_h206_0001,2015-04-23,2015-04-27,2015-05-01,7879467,Griffith H206,Griffith,H206,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, Lcdo. don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, Lcdo. don Manuel Estrada Cabrera /$c[signed] Luis Ovalle... [et al.].",Special Collections
ksrl_sc_griffith_h207_0001,2015-04-29,2015-04-29,2015-05-01,5349453,Griffith H207,Griffith,H207,A Guatemala :,"A Guatemala :$bcomposici{acute}on dedicada al jefe supremo del Ej{acute}ercito Nacional, licenciado don Manuel Estrada Cabrera /$c[signed] Manuel E. Vega.",Special Collections
ksrl_sc_griffith_h208_0001,2015-04-29,2015-04-29,2015-05-01,5349355,Griffith H208,Griffith,H208,Teniendo por objeto las fiestas p{acute}ublicas preparadas para el mi{acute}ercoles pr{acute}oximo celebrar el cumple-a{tilde}nos del Jeneral J. Rufino B{acute}arrios... /,Teniendo por objeto las fiestas p{acute}ublicas preparadas para el mi{acute}ercoles pr{acute}oximo celebrar el cumple-a{tilde}nos del Jeneral J. Rufino B{acute}arrios... /$c[signed] D{acute}iaz M{acute}erida.,Special Collections
ksrl_sc_griffith_h209_0001,2015-04-28,2015-04-28,2015-05-01,7879619,Griffith H209,Griffith,H209,La corporaci{acute}on municipal de la ciudad de Salam{acute}a {acute}a los habitantes del departamento /,La corporaci{acute}on municipal de la ciudad de Salam{acute}a {acute}a los habitantes del departamento /$c[signed] Daniel Coronado... [et al.].,Special Collections
ksrl_sc_griffith_h210_0001,2015-04-28,2015-04-28,2015-05-01,5349630,Griffith H210,Griffith,H210,Telegrama dirigido por el vecindario de San Marcos al Sr. presidente de la rep{acute}ublica /,Telegrama dirigido por el vecindario de San Marcos al Sr. presidente de la rep{acute}ublica /$c[signed] Jes{acute}us Anzueto R.... [et al.].,Special Collections
ksrl_sc_griffith_h211_0001,2015-04-28,2015-04-28,2015-05-01,7879620,Griffith H211,Griffith,H211,El pueblo esta de placemes /,"El pueblo esta de placemes /$credactor responsable, Eligio Cifuentes F. ; administrador, Segundo M{acute}endez.",Special Collections
ksrl_sc_griffith_h215_0001,2015-04-28,2015-04-28,2015-05-01,7881285,Griffith H215,Griffith,H215,Manifestaci{acute}on /,"Manifestaci{acute}on /$cMunicipalidad y Club ""El Sufragio"".",Special Collections
ksrl_sc_griffith_h221_0001||ksrl_sc_griffith_h221_0002,2015-04-23,2015-04-29,2015-05-01,7881288,Griffith H221,Griffith,H221,"Manifestaci{acute}on patriotica al se{tilde}nor licenciado don Manuel Estrada Cabrera, declarado benem{acute}erito de la patria /","Manifestaci{acute}on patriotica al se{tilde}nor licenciado don Manuel Estrada Cabrera, declarado benem{acute}erito de la patria /$c[signed] Jos{acute}e Gallegos... [et al.].",Special Collections
ksrl_sc_griffith_h222_0001,2015-04-23,2015-04-27,2015-05-01,7881289,Griffith H222,Griffith,H222,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] Fracisco [sic] Amado.",Special Collections
ksrl_sc_griffith_h223_0001,2015-04-23,2015-04-27,2015-05-01,7881290,Griffith H223,Griffith,H223,Protesta de los empleados de la Secretar{acute}ia de la Guerra /,Protesta de los empleados de la Secretar{acute}ia de la Guerra /$c[signed] Jos{acute}e G{acute}alvez... [et al.].,Special Collections
ksrl_sc_griffith_h224_0001,2015-04-23,2015-04-27,2015-05-01,6023660,Griffith H224,Griffith,H224,Programa de los festejos p{acute}ublicos con que la municipalidad de Acatenango solemnizar{acute}a la fiesta de Minerva de 1907 /,"Programa de los festejos p{acute}ublicos con que la municipalidad de Acatenango solemnizar{acute}a la fiesta de Minerva de 1907 /$c[signed] Adolfo Morales, Viviano Yllescas, Jos{acute}e V. Lara M.",Special Collections
ksrl_sc_griffith_h227_0001,2015-04-28,2015-04-28,2015-05-01,5349356,Griffith H227,Griffith,H227,Al p{acute}ublico :,"Al p{acute}ublico :$bproditorio, incalificable por b{acute}arbaro es el nefasto suceso que tuvo lugar anoche... /$c[signed] Felipe Cruz... [et al.].",Special Collections
ksrl_sc_griffith_h228_0001,2015-04-23,2015-04-27,2015-05-01,6023606,Griffith H228,Griffith,H228,La Escuela :,La Escuela :$bal simp{acute}atico cuerpo de profesores de instrucci{acute}on p{acute}ublica /$c[signed] Manuel E. Vega.,Special Collections
ksrl_sc_griffith_h229_0001,2015-04-23,2015-04-27,2015-05-01,6023673,Griffith H229,Griffith,H229,"Homenaje del ""Club Liberal 71"" del pueblo de Cunen, al ilustre jefe del Partido Liberal, licdo. don Manuel Estrada C., con motivo de su onomastico /","Homenaje del ""Club Liberal 71"" del pueblo de Cunen, al ilustre jefe del Partido Liberal, licdo. don Manuel Estrada C., con motivo de su onomastico /$c[signed] Mariano Taracena... [et al.].",Special Collections
ksrl_sc_griffith_h230_0001,2015-04-23,2015-04-27,2015-05-01,7893228,Griffith H230,Griffith,H230,"Rafael Carrera, general y presidente del estado de Guatemala; a sus conciudadanos.","Rafael Carrera, general y presidente del estado de Guatemala; a sus conciudadanos.",Special Collections
ksrl_sc_griffith_h242_0001,2015-04-23,2015-04-27,2015-05-01,7893227,Griffith H242,Griffith,H242,"Dionisio Gatica, teniente coronel del ej{acute}ercito, y corregidor de este departamento /","Dionisio Gatica, teniente coronel del ej{acute}ercito, y corregidor de este departamento /$c[signed] Dionisio Gatica, J. Mar{acute}ia Pe{tilde}na.",Special Collections
ksrl_sc_griffith_h243_0001,2015-04-23,2015-04-27,2015-05-01,5349912,Griffith H243,Griffith,H243,"Se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica /","Se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica /$c[signed] Felipe S. Pereira... [et al.].",Special Collections
ksrl_sc_griffith_h244_0001,2015-04-23,2015-04-27,2015-05-01,5349904,Griffith H244,Griffith,H244,{iexcl}Alerta ciudadanos! /,{iexcl}Alerta ciudadanos! /$c[signed] Francisco Figueroa... [et al.].,Special Collections
ksrl_sc_griffith_h260_0001,2015-04-23,2015-04-27,2015-05-01,7879459,Griffith H260,Griffith,H260,{iexcl}Ciudadanos compatriotas! /,{iexcl}Ciudadanos compatriotas! /$c[signed] Jos{acute}e E. Rosales... [et al.].,Special Collections
ksrl_sc_griffith_p18_0001,2015-04-10,2015-04-10,2015-04-29,3790041,Griffith P18,Griffith,P18,Bolet{acute}in estraordinario.,Bolet{acute}in estraordinario.,Special Collections
ksrl_sc_griffith_p100_0001,2015-02-20,2015-02-27,2015-04-29,7503251,Griffith P100,Griffith,P100,[Se{tilde}nor jefe pol{acute}itico de--] /,[Se{tilde}nor jefe pol{acute}itico de--] /$cSecretar{acute}ia de Relaciones Exteriores de Guatemala.,Special Collections
ksrl_sc_griffith_p101_0001,2015-02-20,2015-02-27,2015-04-29,7503252,Griffith P101,Griffith,P101,Loter{acute}ia Nacional de Guatemala.,Loter{acute}ia Nacional de Guatemala.,Special Collections
ksrl_sc_griffith_p106_0001,2015-02-20,2015-02-27,2015-04-29,7503255,Griffith P106,Griffith,P106,[Se{tilde}nor don--].,[Se{tilde}nor don--].,Special Collections
ksrl_sc_griffith_p107_0001,2015-02-20,2015-02-27,2015-04-29,7503256,Griffith P107,Griffith,P107,Batallones salamatecos! /,Batallones salamatecos! /$cPablo Paz Chavarr{acute}ia.,Special Collections
ksrl_sc_griffith_p108_0001,2015-02-20,2015-02-27,2015-04-29,7503257,Griffith P108,Griffith,P108,"Al benem{acute}erito de la patria {acute}e ilustre gobernante, licenciado don Manuel Estrada Cabrera /","Al benem{acute}erito de la patria {acute}e ilustre gobernante, licenciado don Manuel Estrada Cabrera /$cEl Club ""El Centinela Liberal"".",Special Collections
ksrl_sc_griffith_p109_0001,2015-02-20,2015-02-27,2015-04-29,7503258,Griffith P109,Griffith,P109,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera.","Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera.",Special Collections
ksrl_sc_griffith_p110_0001,2015-02-20,2015-02-27,2015-04-29,7503259,Griffith P110,Griffith,P110,Manifestaci{acute}on.,Manifestaci{acute}on.,Special Collections
ksrl_sc_griffith_p111_0001,2015-02-20,2015-02-27,2015-04-29,7503260,Griffith P111,Griffith,P111,"Manifestaci{acute}on de algunos nicarag{uml}uenses residentes en esta ciudad, al se{tilde}nor presidente de la rep{acute}ublica, Lic. don Manuel  Estrada Cabrera /","Manifestaci{acute}on de algunos nicarag{uml}uenses residentes en esta ciudad, al se{tilde}nor presidente de la rep{acute}ublica, Lic. don Manuel  Estrada Cabrera /$c[signed] Serapio Orozco ... [et al.].",Special Collections
ksrl_sc_griffith_p112_0001,2015-02-20,2015-02-27,2015-04-29,7506841,Griffith P112,Griffith,P112,"Se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] Leonardo Flores B. ... [et al.]",Special Collections
ksrl_sc_griffith_p113_0001,2015-02-20,2015-02-27,2015-04-29,7506847,Griffith P113,Griffith,P113,Se{tilde}nor-- /,"Se{tilde}nor-- /$cPabell{acute}on de Agricultura en las Fiestas Escolares de 1903, Comisi{acute}on Organizadora.",Special Collections
ksrl_sc_griffith_p114_0001,2015-02-20,2015-02-27,2015-04-29,7506842,Griffith P114,Griffith,P114,"De la Secretar{acute}ia de Instrucci{acute}on P{acute}ublica, he recibido la comunicaci{acute}on que literalmente dice.","De la Secretar{acute}ia de Instrucci{acute}on P{acute}ublica, he recibido la comunicaci{acute}on que literalmente dice.",Special Collections
